PassengerId,Pclass,Name,Sex,Age,SibSp,Parch,Fare,Embarked
448,1,2,0,34,0,0,26.55,0
449,3,0,1,5,2,1,19.2583,1
450,1,5,0,52,0,0,30.5,0
451,2,2,0,36,1,2,27.75,0
452,3,2,0,29.7,1,0,19.9667,0
453,1,2,0,30,0,0,27.75,1
454,1,2,0,49,1,0,89.1042,1
455,3,2,0,29.7,0,0,8.05,0
456,3,2,0,29,0,0,7.8958,1
457,1,2,0,65,0,0,26.55,0
458,1,1,1,29.7,1,0,51.8625,0
459,2,0,1,50,0,0,10.5,0
460,3,2,0,29.7,0,0,7.75,2
461,1,2,0,48,0,0,26.55,0
462,3,2,0,34,0,0,8.05,0
463,1,2,0,47,0,0,38.5,0
464,2,2,0,48,0,0,13,0
465,3,2,0,29.7,0,0,8.05,0
466,3,2,0,38,0,0,7.05,0
467,2,2,0,29.7,0,0,0,0
468,1,2,0,56,0,0,26.55,0
469,3,2,0,29.7,0,0,7.725,2
470,3,0,1,0.75,2,1,19.2583,1
471,3,2,0,29.7,0,0,7.25,0
472,3,2,0,38,0,0,8.6625,0
473,2,1,1,33,1,2,27.75,0
474,2,1,1,23,0,0,13.7917,1
475,3,0,1,22,0,0,9.8375,0
476,1,2,0,29.7,0,0,52,0
477,2,2,0,34,1,0,21,0
478,3,2,0,29,1,0,7.0458,0
479,3,2,0,22,0,0,7.5208,0
480,3,0,1,2,0,1,12.2875,0
481,3,3,0,9,5,2,46.9,0
482,2,2,0,29.7,0,0,0,0
483,3,2,0,50,0,0,8.05,0
484,3,1,1,63,0,0,9.5875,0
485,1,2,0,25,1,0,91.0792,1
486,3,0,1,29.7,3,1,25.4667,0
487,1,1,1,35,1,0,90,0
488,1,2,0,58,0,0,29.7,1
489,3,2,0,30,0,0,8.05,0
490,3,3,0,9,1,1,15.9,0
491,3,2,0,29.7,1,0,19.9667,0
492,3,2,0,21,0,0,7.25,0
493,1,2,0,55,0,0,30.5,0
494,1,2,0,71,0,0,49.5042,1
495,3,2,0,21,0,0,8.05,0
496,3,2,0,29.7,0,0,14.4583,1
497,1,0,1,54,1,0,78.2667,1
498,3,2,0,29.7,0,0,15.1,0
499,1,1,1,25,1,2,151.55,0
500,3,2,0,24,0,0,7.7958,0
501,3,2,0,17,0,0,8.6625,0
502,3,0,1,21,0,0,7.75,2
503,3,0,1,29.7,0,0,7.6292,2
504,3,0,1,37,0,0,9.5875,0
505,1,0,1,16,0,0,86.5,0
506,1,2,0,18,1,0,108.9,1
507,2,1,1,33,0,2,26,0
508,1,2,0,29.7,0,0,26.55,0
509,3,2,0,28,0,0,22.525,0
510,3,2,0,26,0,0,56.4958,0
511,3,2,0,29,0,0,7.75,2
512,3,2,0,29.7,0,0,8.05,0
513,1,2,0,36,0,0,26.2875,0
514,1,1,1,54,1,0,59.4,1
515,3,2,0,24,0,0,7.4958,0
516,1,2,0,47,0,0,34.0208,0
517,2,1,1,34,0,0,10.5,0
518,3,2,0,29.7,0,0,24.15,2
519,2,1,1,36,1,0,26,0
520,3,2,0,32,0,0,7.8958,0
521,1,0,1,30,0,0,93.5,0
522,3,2,0,22,0,0,7.8958,0
523,3,2,0,29.7,0,0,7.225,1
524,1,1,1,44,0,1,57.9792,1
525,3,2,0,29.7,0,0,7.2292,1
526,3,2,0,40.5,0,0,7.75,2
527,2,0,1,50,0,0,10.5,0
528,1,2,0,29.7,0,0,221.7792,0
529,3,2,0,39,0,0,7.925,0
530,2,2,0,23,2,1,11.5,0
531,2,0,1,2,1,1,26,0
532,3,2,0,29.7,0,0,7.2292,1
533,3,2,0,17,1,1,7.2292,1
534,3,1,1,29.7,0,2,22.3583,1
535,3,0,1,30,0,0,8.6625,0
536,2,0,1,7,0,2,26.25,0
537,1,5,0,45,0,0,26.55,0
538,1,0,1,30,0,0,106.425,1
539,3,2,0,29.7,0,0,14.5,0
540,1,0,1,22,0,2,49.5,1
541,1,0,1,36,0,2,71,0
542,3,0,1,9,4,2,31.275,0
543,3,0,1,11,4,2,31.275,0
544,2,2,0,32,1,0,26,0
545,1,2,0,50,1,0,106.425,1
546,1,2,0,64,0,0,26,0
547,2,1,1,19,1,0,26,0
548,2,2,0,29.7,0,0,13.8625,1
549,3,2,0,33,1,1,20.525,0
550,2,3,0,8,1,1,36.75,0
551,1,2,0,17,0,2,110.8833,1
552,2,2,0,27,0,0,26,0
553,3,2,0,29.7,0,0,7.8292,2
554,3,2,0,22,0,0,7.225,1
555,3,0,1,22,0,0,7.775,0
556,1,2,0,62,0,0,26.55,0
557,1,1,1,48,1,0,39.6,1
558,1,2,0,29.7,0,0,227.525,1
559,1,1,1,39,1,1,79.65,0
560,3,1,1,36,1,0,17.4,0
561,3,2,0,29.7,0,0,7.75,2
562,3,2,0,40,0,0,7.8958,0
563,2,2,0,28,0,0,13.5,0
564,3,2,0,29.7,0,0,8.05,0
565,3,0,1,29.7,0,0,8.05,0
566,3,2,0,24,2,0,24.15,0
567,3,2,0,19,0,0,7.8958,0
568,3,1,1,29,0,4,21.075,0
569,3,2,0,29.7,0,0,7.2292,1
570,3,2,0,32,0,0,7.8542,0
571,2,2,0,62,0,0,10.5,0
572,1,1,1,53,2,0,51.4792,0
573,1,2,0,36,0,0,26.3875,0
574,3,0,1,29.7,0,0,7.75,2
575,3,2,0,16,0,0,8.05,0
576,3,2,0,19,0,0,14.5,0
577,2,0,1,34,0,0,13,0
578,1,1,1,39,1,0,55.9,0
579,3,1,1,29.7,1,0,14.4583,1
580,3,2,0,32,0,0,7.925,0
581,2,0,1,25,1,1,30,0
582,1,1,1,39,1,1,110.8833,1
583,2,2,0,54,0,0,26,0
584,1,2,0,36,0,0,40.125,1
585,3,2,0,29.7,0,0,8.7125,1
586,1,0,1,18,0,2,79.65,0
587,2,2,0,47,0,0,15,0
588,1,2,0,60,1,1,79.2,1
589,3,2,0,22,0,0,8.05,0
590,3,2,0,29.7,0,0,8.05,0
591,3,2,0,35,0,0,7.125,0
592,1,1,1,52,1,0,78.2667,1
593,3,2,0,47,0,0,7.25,0
594,3,0,1,29.7,0,2,7.75,2
595,2,2,0,37,1,0,26,0
596,3,2,0,36,1,1,24.15,0
597,2,0,1,29.7,0,0,33,0
598,3,2,0,49,0,0,0,0
599,3,2,0,29.7,0,0,7.225,1
600,1,2,0,49,1,0,56.9292,1
601,2,1,1,24,2,1,27,0
602,3,2,0,29.7,0,0,7.8958,0
603,1,2,0,29.7,0,0,42.4,0
604,3,2,0,44,0,0,8.05,0
605,1,2,0,35,0,0,26.55,1
606,3,2,0,36,1,0,15.55,0
607,3,2,0,30,0,0,7.8958,0
608,1,2,0,27,0,0,30.5,0
609,2,1,1,22,1,2,41.5792,1
610,1,0,1,40,0,0,153.4625,0
611,3,1,1,39,1,5,31.275,0
612,3,2,0,29.7,0,0,7.05,0
613,3,0,1,29.7,1,0,15.5,2
614,3,2,0,29.7,0,0,7.75,2
615,3,2,0,35,0,0,8.05,0
616,2,0,1,24,1,2,65,0
617,3,2,0,34,1,1,14.4,0
618,3,1,1,26,1,0,16.1,0
619,2,0,1,4,2,1,39,0
620,2,2,0,26,0,0,10.5,0
621,3,2,0,27,1,0,14.4542,1
622,1,2,0,42,1,0,52.5542,0
623,3,2,0,20,1,1,15.7417,1
624,3,2,0,21,0,0,7.8542,0
625,3,2,0,21,0,0,16.1,0
626,1,2,0,61,0,0,32.3208,0
627,2,5,0,57,0,0,12.35,2
628,1,0,1,21,0,0,77.9583,0
629,3,2,0,26,0,0,7.8958,0
630,3,2,0,29.7,0,0,7.7333,2
631,1,2,0,80,0,0,30,0
632,3,2,0,51,0,0,7.0542,0
633,1,4,0,32,0,0,30.5,1
634,1,2,0,29.7,0,0,0,0
635,3,0,1,9,3,2,27.9,0
636,2,0,1,28,0,0,13,0
637,3,2,0,32,0,0,7.925,0
638,2,2,0,31,1,1,26.25,0
639,3,1,1,41,0,5,39.6875,0
640,3,2,0,29.7,1,0,16.1,0
641,3,2,0,20,0,0,7.8542,0
642,1,6,1,24,0,0,69.3,1
643,3,0,1,2,3,2,27.9,0
644,3,2,0,29.7,0,0,56.4958,0
645,3,0,1,0.75,2,1,19.2583,1
646,1,2,0,48,1,0,76.7292,1
647,3,2,0,19,0,0,7.8958,0
648,1,5,0,56,0,0,35.5,1
649,3,2,0,29.7,0,0,7.55,0
650,3,0,1,23,0,0,7.55,0
651,3,2,0,29.7,0,0,7.8958,0
652,2,0,1,18,0,1,23,0
653,3,2,0,21,0,0,8.4333,0
654,3,0,1,29.7,0,0,7.8292,2
655,3,0,1,18,0,0,6.75,2
656,2,2,0,24,2,0,73.5,0
657,3,2,0,29.7,0,0,7.8958,0
658,3,1,1,32,1,1,15.5,2
659,2,2,0,23,0,0,13,0
660,1,2,0,58,0,2,113.275,1
661,1,4,0,50,2,0,133.65,0
662,3,2,0,40,0,0,7.225,1
663,1,2,0,47,0,0,25.5875,0
664,3,2,0,36,0,0,7.4958,0
665,3,2,0,20,1,0,7.925,0
666,2,2,0,32,2,0,73.5,0
667,2,2,0,25,0,0,13,0
668,3,2,0,29.7,0,0,7.775,0
669,3,2,0,43,0,0,8.05,0
670,1,1,1,29.7,1,0,52,0
671,2,1,1,40,1,1,39,0
672,1,2,0,31,1,0,52,0
673,2,2,0,70,0,0,10.5,0
674,2,2,0,31,0,0,13,0
675,2,2,0,29.7,0,0,0,0
676,3,2,0,18,0,0,7.775,0
677,3,2,0,24.5,0,0,8.05,0
678,3,0,1,18,0,0,9.8417,0
679,3,1,1,43,1,6,46.9,0
680,1,2,0,36,0,1,512.3292,1
681,3,0,1,29.7,0,0,8.1375,2
682,1,2,0,27,0,0,76.7292,1
683,3,2,0,20,0,0,9.225,0
684,3,2,0,14,5,2,46.9,0
685,2,2,0,60,1,1,39,0
686,2,2,0,25,1,2,41.5792,1
687,3,2,0,14,4,1,39.6875,0
688,3,2,0,19,0,0,10.1708,0
689,3,2,0,18,0,0,7.7958,0
690,1,0,1,15,0,1,211.3375,0
691,1,2,0,31,1,0,57,0
692,3,0,1,4,0,1,13.4167,1
693,3,2,0,29.7,0,0,56.4958,0
694,3,2,0,25,0,0,7.225,1
695,1,7,0,60,0,0,26.55,0
696,2,2,0,52,0,0,13.5,0
697,3,2,0,44,0,0,8.05,0
698,3,0,1,29.7,0,0,7.7333,2
699,1,2,0,49,1,1,110.8833,1
700,3,2,0,42,0,0,7.65,0
701,1,1,1,18,1,0,227.525,1
702,1,2,0,35,0,0,26.2875,0
703,3,0,1,18,0,1,14.4542,1
704,3,2,0,25,0,0,7.7417,2
705,3,2,0,26,1,0,7.8542,0
706,2,2,0,39,0,0,26,0
707,2,1,1,45,0,0,13.5,0
708,1,2,0,42,0,0,26.2875,0
709,1,0,1,22,0,0,151.55,0
710,3,3,0,29.7,1,1,15.2458,1
711,1,1,1,24,0,0,49.5042,1
712,1,2,0,29.7,0,0,26.55,0
713,1,2,0,48,1,0,52,0
714,3,2,0,29,0,0,9.4833,0
715,2,2,0,52,0,0,13,0
716,3,2,0,19,0,0,7.65,0
717,1,0,1,38,0,0,227.525,1
718,2,0,1,27,0,0,10.5,0
719,3,2,0,29.7,0,0,15.5,2
720,3,2,0,33,0,0,7.775,0
721,2,0,1,6,0,1,33,0
722,3,2,0,17,1,0,7.0542,0
723,2,2,0,34,0,0,13,0
724,2,2,0,50,0,0,13,0
725,1,2,0,27,1,0,53.1,0
726,3,2,0,20,0,0,8.6625,0
727,2,1,1,30,3,0,21,0
728,3,0,1,29.7,0,0,7.7375,2
729,2,2,0,25,1,0,26,0
730,3,0,1,25,1,0,7.925,0
731,1,0,1,29,0,0,211.3375,0
732,3,2,0,11,0,0,18.7875,1
733,2,2,0,29.7,0,0,0,0
734,2,2,0,23,0,0,13,0
735,2,2,0,23,0,0,13,0
736,3,2,0,28.5,0,0,16.1,0
737,3,1,1,48,1,3,34.375,0
738,1,2,0,35,0,0,512.3292,1
739,3,2,0,29.7,0,0,7.8958,0
740,3,2,0,29.7,0,0,7.8958,0
741,1,2,0,29.7,0,0,30,0
742,1,2,0,36,1,0,78.85,0
743,1,0,1,21,2,2,262.375,1
744,3,2,0,24,1,0,16.1,0
745,3,2,0,31,0,0,7.925,0
746,1,5,0,70,1,1,71,0
747,3,2,0,16,1,1,20.25,0
748,2,0,1,30,0,0,13,0
749,1,2,0,19,1,0,53.1,0
750,3,2,0,31,0,0,7.75,2
751,2,0,1,4,1,1,23,0
752,3,3,0,6,0,1,12.475,0
753,3,2,0,33,0,0,9.5,0
754,3,2,0,23,0,0,7.8958,0
755,2,1,1,48,1,2,65,0
756,2,3,0,0.67,1,1,14.5,0
757,3,2,0,28,0,0,7.7958,0
758,2,2,0,18,0,0,11.5,0
759,3,2,0,34,0,0,8.05,0
760,1,5,1,33,0,0,86.5,0
761,3,2,0,29.7,0,0,14.5,0
762,3,2,0,41,0,0,7.125,0
763,3,2,0,20,0,0,7.2292,1
764,1,1,1,36,1,2,120,0
765,3,2,0,16,0,0,7.775,0
766,1,1,1,51,1,0,77.9583,0
767,1,4,0,29.7,0,0,39.6,1
768,3,0,1,30.5,0,0,7.75,2
769,3,2,0,29.7,1,0,24.15,2
770,3,2,0,32,0,0,8.3625,0
771,3,2,0,24,0,0,9.5,0
772,3,2,0,48,0,0,7.8542,0
773,2,1,1,57,0,0,10.5,0
774,3,2,0,29.7,0,0,7.225,1
775,2,1,1,54,1,3,23,0
776,3,2,0,18,0,0,7.75,0
777,3,2,0,29.7,0,0,7.75,2
778,3,0,1,5,0,0,12.475,0
779,3,2,0,29.7,0,0,7.7375,2
780,1,1,1,43,0,1,211.3375,0
781,3,0,1,13,0,0,7.2292,1
782,1,1,1,17,1,0,57,0
783,1,2,0,29,0,0,30,0
784,3,2,0,29.7,1,2,23.45,0
785,3,2,0,25,0,0,7.05,0
786,3,2,0,25,0,0,7.25,0
787,3,0,1,18,0,0,7.4958,0
788,3,3,0,8,4,1,29.125,2
789,3,3,0,1,1,2,20.575,0
790,1,2,0,46,0,0,79.2,1
791,3,2,0,29.7,0,0,7.75,2
792,2,2,0,16,0,0,26,0
793,3,0,1,29.7,8,2,69.55,0
794,1,2,0,29.7,0,0,30.6958,1
795,3,2,0,25,0,0,7.8958,0
796,2,2,0,39,0,0,13,0
797,1,4,1,49,0,0,25.9292,0
798,3,1,1,31,0,0,8.6833,0
799,3,2,0,30,0,0,7.2292,1
800,3,1,1,30,1,1,24.15,0
801,2,2,0,34,0,0,13,0
802,2,1,1,31,1,1,26.25,0
803,1,3,0,11,1,2,120,0
804,3,3,0,0.42,0,1,8.5167,1
805,3,2,0,27,0,0,6.975,0
806,3,2,0,31,0,0,7.775,0
807,1,2,0,39,0,0,0,0
808,3,0,1,18,0,0,7.775,0
809,2,2,0,39,0,0,13,0
810,1,1,1,33,1,0,53.1,0
811,3,2,0,26,0,0,7.8875,0
812,3,2,0,39,0,0,24.15,0
813,2,2,0,35,0,0,10.5,0
814,3,0,1,6,4,2,31.275,0
815,3,2,0,30.5,0,0,8.05,0
816,1,2,0,29.7,0,0,0,0
817,3,0,1,23,0,0,7.925,0
818,2,2,0,31,1,1,37.0042,1
819,3,2,0,43,0,0,6.45,0
820,3,3,0,10,3,2,27.9,0
821,1,1,1,52,1,1,93.5,0
822,3,2,0,27,0,0,8.6625,0
823,1,7,0,38,0,0,0,0
824,3,1,1,27,0,1,12.475,0
825,3,3,0,2,4,1,39.6875,0
826,3,2,0,29.7,0,0,6.95,2
827,3,2,0,29.7,0,0,56.4958,0
828,2,3,0,1,0,2,37.0042,1
829,3,2,0,29.7,0,0,7.75,2
830,1,1,1,62,0,0,80,3
831,3,1,1,15,1,0,14.4542,1
832,2,3,0,0.83,1,1,18.75,0
833,3,2,0,29.7,0,0,7.2292,1
834,3,2,0,23,0,0,7.8542,0
835,3,2,0,18,0,0,8.3,0
836,1,0,1,39,1,1,83.1583,1
837,3,2,0,21,0,0,8.6625,0
838,3,2,0,29.7,0,0,8.05,0
839,3,2,0,32,0,0,56.4958,0
840,1,2,0,29.7,0,0,29.7,1
841,3,2,0,20,0,0,7.925,0
842,2,2,0,16,0,0,10.5,0
843,1,0,1,30,0,0,31,1
844,3,2,0,34.5,0,0,6.4375,1
845,3,2,0,17,0,0,8.6625,0
846,3,2,0,42,0,0,7.55,0
847,3,2,0,29.7,8,2,69.55,0
848,3,2,0,35,0,0,7.8958,1
849,2,5,0,28,0,1,33,0
850,1,1,1,29.7,1,0,89.1042,1
851,3,3,0,4,4,2,31.275,0
852,3,2,0,74,0,0,7.775,0
853,3,0,1,9,1,1,15.2458,1
854,1,0,1,16,0,1,39.4,0
855,2,1,1,44,1,0,26,0
856,3,1,1,18,0,1,9.35,0
857,1,1,1,45,1,1,164.8667,0
858,1,2,0,51,0,0,26.55,0
859,3,1,1,24,0,3,19.2583,1
860,3,2,0,29.7,0,0,7.2292,1
861,3,2,0,41,2,0,14.1083,0
862,2,2,0,21,1,0,11.5,0
863,1,1,1,48,0,0,25.9292,0
864,3,0,1,29.7,8,2,69.55,0
865,2,2,0,24,0,0,13,0
866,2,1,1,42,0,0,13,0
867,2,0,1,27,1,0,13.8583,1
868,1,2,0,31,0,0,50.4958,0
869,3,2,0,29.7,0,0,9.5,0
870,3,3,0,4,1,1,11.1333,0
871,3,2,0,26,0,0,7.8958,0
872,1,1,1,47,1,1,52.5542,0
873,1,2,0,33,0,0,5,0
874,3,2,0,47,0,0,9,0
875,2,1,1,28,1,0,24,1
876,3,0,1,15,0,0,7.225,1
877,3,2,0,20,0,0,9.8458,0
878,3,2,0,19,0,0,7.8958,0
879,3,2,0,29.7,0,0,7.8958,0
880,1,1,1,56,0,1,83.1583,1
881,2,1,1,25,0,1,26,0
882,3,2,0,33,0,0,7.8958,0
883,3,0,1,22,0,0,10.5167,0
884,2,2,0,28,0,0,10.5,0
885,3,2,0,25,0,0,7.05,0
886,3,1,1,39,0,5,29.125,2
887,2,5,0,27,0,0,13,0
888,1,0,1,19,0,0,30,0
889,3,0,1,29.7,1,2,23.45,0
890,1,2,0,26,0,0,30,1
891,3,2,0,32,0,0,7.75,2
